sentiment,content
disappointed,i feel more boring
disappointed,i look totally fabulous and i feel dumb
disappointed,im definitely feeling a little sleep deprived
disappointed,i feel ungrateful a i write this i am aware of the many blessing in my life and i know that i don t necessarily deserve them and i am genuinely grateful for every single good thing in my life
disappointed,why would you bring this here frowningface
disappointed,i want to feel le financially burdened buying my current car ha only added a bit of financial stress let alone my looming student loan payment that will begin if and when i finally graduate
disappointed,ive mentioned anger sadness and feeling numb
disappointed,i wa not accepted by the others that led to the feeling of being rejected
disappointed,i cant anymore it draining oh amp blessed sunday to you a well
disappointed,it s the end of week i ve made no plan on how to enjoy my weekend
disappointed,grinningfacewithsweat frowningface facewithsteamfromnose what the hell this is sad
disappointed,blacked out time last night get your sleep ppl
disappointed,it be like that disappointedface
disappointed,i heard someone calling my name at am and i got so so so scared i should try to sleep early again disappointedface
disappointed,lucky them n i had to study all the nonessential coding with huge struggle frowningface
disappointed,dime
disappointed,im off frowningface frowningface frowningface huggingface huggingface huggingface poutingface
disappointed,i wish i could go back to year ago and tell myself dont bother disappointedface
disappointed,sorry about your amp the difficulty with the others cryingface loudlycryingface pleadingface frowningface glad are healthy now smilingfacewithsmilingeyes n miscarrie
disappointed,i looved last week eps though so im sad about this week disappointedface
disappointed,pretty please
disappointed,i like the plan but i cant help but think people are going to continue to break the rule disappointedface
disappointed,i ve lost almost all of my drawing so archival dont even matter disappointedface
disappointed,sleep pls help with this sadness disappointedface
disappointed,i can understand that feeling depressed or manic can keep you from the truth and thats where our enemy want u
disappointed,im feeling too listless to type
disappointed,nope pistachio pistachio is what is needed i had butter pecan today wish it wa caramel ruined my day
disappointed,what a fitting time for this to pop up on my tl disappointedface
disappointed,im so so sad
disappointed,gagu stay safe you guy whiteheart frowningface
disappointed,i love this city trinidad ni visit last november and stayed a casa near the third pic beatingheart ni miss traveling disappointedface
disappointed,i feel myself coming back to clarity the ache more dull the memory le poignant
disappointed,i feel so victimized and abused even though it wa the logical and safest thing to do getting the nodule off
disappointed,i miss ur art honestly huhu and i miss going out from my house too sigh sleepyface disappointedface brokenheart
disappointed,i do feel helpless night when i really can t sleep because my mind is running with question and concern
disappointed,i hate feeling disturbed
disappointed,im feel resigned
disappointed,today is a good day minhyuk joo and wonho have been on i feel so happy
disappointed,i had a good week but i am feeling melancholy today
disappointed,my throat is killing me i need a medicine ball disappointedface
disappointed,i dont know if i feel this way because i live in la and id rather be somewhere else or if it because im stressed about money work or if im just in need of a hug
disappointed,i do not feel they were abused but they had a lot of people in their life who were indifferent or who were following order
disappointed,i washed dual coin to get shafted like this im hurt disappointedface
disappointed,im so friendless here sigh ill just go and rant to my irl friend bye
disappointed,oo tapos winter again hayy i hate winter
disappointed,i feel the need to be humiliated for failing to be a real man
disappointed,fuck im craving wing daddy frowningface
disappointed,count me in be imissyouu a lot disappointedface faceblowingakiss
disappointed,i can not say i have a good feeling about this but in all fairness my intuition when burdened with such fatigue a only two hour of sleep throughout the night will bring is most likely not functioning
disappointed,i wa repotting my yucca tree and i ripped so many root out
disappointed,stop likewise babe
disappointed,i feel you aman disappointedface raisedhandlightskintone
disappointed,i feel sad everything is going upside down with the new city my mom and dad are in
disappointed,will miss chonebi disappointedface
disappointed,i feel like i am being punished for needing the disability support
disappointed,i miss vmin sm disappointedface brokenheart
disappointed,i havent received any frowningface
disappointed,today make me so bitter disappointedface disappointedface
disappointed,send ednis frowningface
disappointed,you call me sugar daddy you got to be doing what side chick do
disappointed,i have told myself that i am too sensitive and that my feeling should be ignored
disappointed,missing my mama extra today i really wish i could be with her today frowningface
disappointed,would yall give up everything to get the one who not here nomo back ik i would i miss my bruddas disappointedface
disappointed,i woke up feeling so hopeless
disappointed,still writing song lyric tae is so cool and sweet this wa the best weverse spam to wake up to
